Date,800,1400,1800
1,29.97,29.9,29.88
2,29.88,29.83,29.78
3,29.61,29.55,29.53
4,29.57,29.56,29.54
5,29.59,29.67,29.68
6,29.83,29.97,30.02
7,29.99,29.9,29.95
8,30.02,30.11,30.11
9,30.13,30.19,30.19
10,30.18,30.13,30.08
11,29.96,30.01,30.02
12,30.04,30.03,30.04
13,30,29.89,29.82
14,29.91,30.11,30.18
15,30.18,30.17,30.16
16,30.1,30.06,30.01
17,29.76,29.75,29.76
18,29.91,29.93,29.92
19,29.92,29.94,29.95
20,30.12,30.21,30.25
21,30.37,30.39,30.35
22,30.33,30.27,30.22
23,30.12,30.08,30.04
24,29.97,29.91,29.9
25,29.96,30.02,30.05
26,30.16,30.19,30.18
27,30.15,30.11,30.12
28,30.06,30.1,30.12
29,30.13,30.13,30.1
30,30.05,30.02,30
31,30.04,30.08,30.1
